Transaction_id,Date,customer_id,Gender,Age,product_category,Quantity,price _per _unit,total_amount,cost_per_unit,profit_per_unit,profit,payment,customer_type,customer_satisfication
628,11/1/2023,CUST628,Female,19,Beauty,7,233,1631,159,74,518,cash,Returning,4
629,6/12/2023,CUST629,Male,62,Electronics,1,287,287,181,106,106,online,Returning,3
630,8/15/2023,CUST630,Male,42,Clothing,4,194,776,173,21,84,cash,New,1
631,11/10/2023,CUST631,Male,56,Food,1,206,206,171,35,35,online,Returning,5
632,9/16/2023,CUST632,Female,26,Beauty,3,259,777,139,120,360,credit card,Returning,1
633,8/7/2023,CUST633,Male,39,Food,9,77,693,51,26,234,credit card,Returning,3
634,10/8/2023,CUST634,Male,60,Beauty,4,388,1552,295,93,372,cash,New,4
635,8/17/2023,CUST635,Female,63,Clothing,5,146,730,86,60,300,online,New,5
636,3/23/2023,CUST636,Female,21,Beauty,4,300,1200,178,122,488,online,Returning,4
637,9/1/2023,CUST637,Male,43,Food,1,462,462,234,228,228,credit card,New,1
638,8/19/2023,CUST638,Male,46,Electronics,9,310,2790,163,147,1323,cash,Returning,1
639,5/13/2023,CUST639,Female,62,Electronics,10,355,3550,232,123,1230,online,Returning,5
640,5/7/2023,CUST640,Female,51,Beauty,8,279,2232,170,109,872,cash,Returning,2
641,11/23/2023,CUST641,Female,40,Electronics,5,364,1820,190,174,870,cash,New,4
642,5/22/2023,CUST642,Female,54,Beauty,5,253,1265,146,107,535,online,Returning,3
643,9/24/2023,CUST643,Female,28,Food,4,234,936,211,23,92,online,New,4
644,9/6/2023,CUST644,Male,23,Food,7,140,980,78,62,434,credit card,New,1
645,11/17/2023,CUST645,Female,35,Food,7,212,1484,129,83,581,credit card,New,1
646,5/3/2023,CUST646,Male,38,Clothing,4,219,876,163,56,224,online,New,4
647,5/21/2023,CUST647,Male,59,Beauty,5,479,2395,373,106,530,cash,New,5
648,8/14/2023,CUST648,Male,53,Beauty,9,468,4212,389,79,711,online,Returning,1
649,2/9/2023,CUST649,Female,58,Clothing,6,386,2316,268,118,708,cash,Returning,5
650,1/1/2024,CUST650,Male,55,Food,7,365,2555,255,110,770,online,New,5
651,5/27/2023,CUST651,Male,51,Clothing,8,324,2592,187,137,1096,cash,New,4
652,5/1/2023,CUST652,Female,34,Electronics,8,236,1888,118,118,944,online,New,4
653,5/20/2023,CUST653,Male,54,Clothing,5,333,1665,265,68,340,credit card,New,5
654,6/21/2023,CUST654,Male,42,Electronics,7,116,812,104,12,84,online,Returning,2
655,6/13/2023,CUST655,Female,55,Beauty,8,151,1208,116,35,280,online,Returning,1
656,10/4/2023,CUST656,Male,29,Beauty,10,452,4520,376,76,760,online,Returning,4
657,2/11/2023,CUST657,Male,40,Clothing,3,336,1008,171,165,495,cash,Returning,2
658,3/12/2023,CUST658,Male,59,Food,1,177,177,120,57,57,credit card,Returning,4
659,3/19/2023,CUST659,Female,39,Electronics,9,83,747,68,15,135,online,Returning,3
660,4/29/2023,CUST660,Female,38,Food,5,488,2440,371,117,585,cash,New,5
661,7/16/2023,CUST661,Female,44,Beauty,8,466,3728,321,145,1160,credit card,New,3
662,12/22/2023,CUST662,Male,48,Clothing,4,335,1340,197,138,552,cash,Returning,2
663,3/20/2023,CUST663,Male,23,Food,2,186,372,101,85,170,cash,Returning,4
664,12/28/2023,CUST664,Female,44,Beauty,1,348,348,258,90,90,online,New,4
665,4/20/2023,CUST665,Male,57,Beauty,4,285,1140,146,139,556,online,New,3
666,2/2/2023,CUST666,Male,51,Food,6,455,2730,403,52,312,cash,New,5
667,8/1/2023,CUST667,Female,29,Electronics,6,259,1554,211,48,288,credit card,New,1
668,7/28/2023,CUST668,Female,62,Food,5,143,715,128,15,75,online,Returning,5
669,6/19/2023,CUST669,Male,24,Food,7,499,3493,285,214,1498,credit card,Returning,4
670,10/5/2023,CUST670,Male,27,Clothing,10,132,1320,70,62,620,cash,Returning,3
671,8/27/2023,CUST671,Male,62,Clothing,4,70,280,42,28,112,cash,New,1
672,8/1/2023,CUST672,Female,34,Food,1,251,251,152,99,99,cash,New,1
673,2/1/2023,CUST673,Female,43,Electronics,10,146,1460,114,32,320,cash,Returning,1
674,4/16/2023,CUST674,Female,38,Food,7,298,2086,228,70,490,credit card,Returning,1
675,8/4/2023,CUST675,Female,45,Food,9,498,4482,255,243,2187,cash,Returning,1
676,7/19/2023,CUST676,Male,63,Clothing,2,159,318,107,52,104,credit card,Returning,5
677,10/27/2023,CUST677,Female,19,Food,10,179,1790,90,89,890,cash,Returning,4
678,12/23/2023,CUST678,Female,60,Beauty,7,384,2688,282,102,714,cash,New,1
679,1/11/2023,CUST679,Female,18,Beauty,1,124,124,80,44,44,online,New,5
680,10/22/2023,CUST680,Female,53,Electronics,3,406,1218,231,175,525,cash,Returning,5
681,7/14/2023,CUST681,Female,43,Electronics,1,275,275,157,118,118,online,New,3
682,9/2/2023,CUST682,Male,46,Food,5,435,2175,268,167,835,online,New,5
683,1/4/2023,CUST683,Male,38,Clothing,2,435,870,299,136,272,credit card,Returning,1
684,6/30/2023,CUST684,Female,28,Electronics,6,215,1290,182,33,198,credit card,Returning,2
685,6/2/2023,CUST685,Male,57,Electronics,8,384,3072,262,122,976,online,Returning,5
686,7/19/2023,CUST686,Female,28,Electronics,9,274,2466,164,110,990,online,New,1
687,8/3/2023,CUST687,Female,53,Electronics,3,176,528,113,63,189,cash,New,5
688,10/3/2023,CUST688,Male,56,Clothing,8,475,3800,260,215,1720,cash,New,1
689,10/7/2023,CUST689,Male,57,Beauty,1,384,384,251,133,133,cash,Returning,3
690,11/5/2023,CUST690,Female,52,Clothing,1,265,265,200,65,65,cash,New,5
691,4/23/2023,CUST691,Female,51,Beauty,6,409,2454,238,171,1026,cash,Returning,2
692,9/7/2023,CUST692,Female,64,Electronics,2,366,732,252,114,228,online,New,4
693,4/23/2023,CUST693,Male,41,Electronics,3,278,834,188,90,270,cash,Returning,3
694,5/20/2023,CUST694,Female,39,Beauty,4,450,1800,264,186,744,online,New,5
695,8/12/2023,CUST695,Female,22,Electronics,5,203,1015,150,53,265,credit card,New,2
696,9/6/2023,CUST696,Female,50,Clothing,3,379,1137,264,115,345,credit card,Returning,3
697,1/15/2023,CUST697,Male,53,Food,6,83,498,47,36,216,online,New,4
698,7/19/2023,CUST698,Female,64,Food,9,327,2943,199,128,1152,credit card,New,2
699,6/22/2023,CUST699,Female,37,Food,4,228,912,199,29,116,online,New,1
700,12/9/2023,CUST700,Male,36,Beauty,9,59,531,44,15,135,credit card,New,2
701,12/14/2023,CUST701,Female,52,Beauty,8,405,3240,301,104,832,credit card,Returning,1
702,7/27/2023,CUST702,Female,60,Food,3,451,1353,385,66,198,online,Returning,2
703,3/26/2023,CUST703,Male,34,Beauty,2,339,678,188,151,302,credit card,New,3
704,8/28/2023,CUST704,Female,62,Clothing,7,235,1645,144,91,637,online,New,1
705,3/7/2023,CUST705,Male,60,Clothing,4,480,1920,346,134,536,credit card,New,5
706,11/15/2023,CUST706,Male,51,Electronics,5,231,1155,189,42,210,credit card,Returning,4
707,10/1/2023,CUST707,Female,26,Electronics,10,444,4440,254,190,1900,credit card,Returning,4
708,1/14/2023,CUST708,Female,43,Food,6,207,1242,139,68,408,cash,Returning,1
709,7/21/2023,CUST709,Female,19,Electronics,6,286,1716,216,70,420,cash,New,5
710,10/31/2023,CUST710,Female,26,Food,7,70,490,58,12,84,cash,New,2
711,10/16/2023,CUST711,Male,26,Food,6,254,1524,142,112,672,cash,Returning,5
712,12/6/2023,CUST712,Female,57,Food,7,408,2856,244,164,1148,credit card,Returning,3
713,1/14/2023,CUST713,Male,34,Clothing,6,202,1212,139,63,378,online,Returning,5
714,2/12/2023,CUST714,Female,18,Food,10,460,4600,288,172,1720,online,New,2
715,11/26/2023,CUST715,Female,42,Beauty,1,68,68,38,30,30,credit card,New,4
716,8/8/2023,CUST716,Female,60,Clothing,3,483,1449,338,145,435,online,Returning,5
717,3/11/2023,CUST717,Male,57,Electronics,3,145,435,95,50,150,cash,New,5
718,8/25/2023,CUST718,Female,59,Electronics,6,415,2490,344,71,426,credit card,New,5
719,4/4/2023,CUST719,Female,42,Food,7,170,1190,142,28,196,credit card,Returning,4
720,1/26/2023,CUST720,Female,56,Food,9,57,513,48,9,81,cash,New,3
721,5/14/2023,CUST721,Female,52,Clothing,8,144,1152,120,24,192,online,New,5
722,7/14/2023,CUST722,Male,20,Electronics,5,126,630,65,61,305,cash,Returning,2
723,6/17/2023,CUST723,Female,54,Electronics,9,183,1647,104,79,711,credit card,New,5
724,4/19/2023,CUST724,Male,61,Electronics,9,399,3591,258,141,1269,online,Returning,1
725,8/21/2023,CUST725,Male,61,Electronics,10,384,3840,216,168,1680,online,Returning,4
726,6/17/2023,CUST726,Male,47,Clothing,3,336,1008,260,76,228,online,New,2
727,6/22/2023,CUST727,Male,55,Beauty,6,142,852,75,67,402,online,Returning,3
728,7/14/2023,CUST728,Male,51,Food,9,408,3672,331,77,693,credit card,Returning,2
729,5/23/2023,CUST729,Male,29,Food,8,452,3616,312,140,1120,credit card,New,2
730,8/4/2023,CUST730,Female,36,Electronics,2,52,104,33,19,38,online,Returning,2
731,5/10/2023,CUST731,Male,54,Electronics,7,400,2800,265,135,945,credit card,Returning,2
732,2/11/2023,CUST732,Male,61,Electronics,9,312,2808,202,110,990,online,Returning,4
733,8/29/2023,CUST733,Male,34,Beauty,10,191,1910,140,51,510,cash,New,1
734,1/10/2023,CUST734,Female,27,Clothing,1,290,290,168,122,122,cash,New,2
735,10/4/2023,CUST735,Female,64,Clothing,1,273,273,195,78,78,cash,Returning,2
736,1/27/2023,CUST736,Male,29,Electronics,10,130,1300,73,57,570,online,New,5
737,6/29/2023,CUST737,Female,33,Electronics,2,403,806,356,47,94,online,New,2
738,4/25/2023,CUST738,Male,41,Electronics,6,256,1536,141,115,690,credit card,Returning,3
739,11/29/2023,CUST739,Male,36,Electronics,3,57,171,48,9,27,online,New,1
740,2/5/2023,CUST740,Female,25,Clothing,8,262,2096,204,58,464,online,New,5
741,11/30/2023,CUST741,Male,48,Beauty,5,136,680,73,63,315,credit card,New,3
742,1/21/2023,CUST742,Female,38,Food,4,354,1416,255,99,396,online,Returning,4
743,1/16/2023,CUST743,Female,34,Food,9,400,3600,261,139,1251,credit card,New,1
744,5/7/2023,CUST744,Male,40,Beauty,6,73,438,60,13,78,online,Returning,5
745,4/13/2023,CUST745,Male,54,Beauty,2,418,836,227,191,382,online,Returning,5
746,1/11/2023,CUST746,Female,33,Clothing,5,382,1910,217,165,825,cash,New,2
747,11/15/2023,CUST747,Male,23,Clothing,3,313,939,180,133,399,online,New,5
748,3/20/2023,CUST748,Male,25,Clothing,9,228,2052,159,69,621,credit card,Returning,3
749,5/3/2023,CUST749,Male,42,Food,4,370,1480,198,172,688,cash,New,1
750,3/6/2023,CUST750,Female,35,Beauty,5,458,2290,288,170,850,online,Returning,1
751,8/31/2023,CUST751,Female,42,Clothing,1,334,334,191,143,143,credit card,Returning,4
752,12/9/2023,CUST752,Male,29,Clothing,9,492,4428,336,156,1404,credit card,Returning,1
753,2/28/2023,CUST753,Female,32,Beauty,8,284,2272,175,109,872,credit card,Returning,1
754,10/16/2023,CUST754,Female,43,Beauty,3,129,387,98,31,93,online,Returning,3
755,4/22/2023,CUST755,Female,58,Clothing,7,95,665,67,28,196,cash,New,5
756,8/27/2023,CUST756,Female,62,Electronics,8,219,1752,188,31,248,online,Returning,2
757,12/25/2023,CUST757,Female,43,Beauty,4,318,1272,235,83,332,credit card,New,2
758,5/12/2023,CUST758,Male,64,Electronics,2,437,874,315,122,244,credit card,New,2
759,7/8/2023,CUST759,Male,49,Electronics,9,339,3051,191,148,1332,cash,Returning,2
760,3/27/2023,CUST760,Male,27,Food,3,406,1218,216,190,570,credit card,Returning,4
761,11/7/2023,CUST761,Female,33,Beauty,5,361,1805,229,132,660,cash,Returning,1
762,11/7/2023,CUST762,Female,24,Electronics,4,154,616,105,49,196,online,Returning,5
763,2/28/2023,CUST763,Male,34,Clothing,1,385,385,305,80,80,cash,Returning,2
764,3/25/2023,CUST764,Female,40,Electronics,1,183,183,144,39,39,credit card,New,4
765,6/9/2023,CUST765,Male,43,Clothing,6,219,1314,188,31,186,cash,New,1
766,2/25/2023,CUST766,Male,38,Beauty,1,264,264,213,51,51,online,Returning,4
767,10/24/2023,CUST767,Male,39,Clothing,7,180,1260,140,40,280,cash,New,1
768,1/14/2023,CUST768,Female,24,Electronics,1,201,201,133,68,68,online,New,2
769,6/9/2023,CUST769,Female,31,Electronics,1,357,357,246,111,111,cash,Returning,3
770,10/22/2023,CUST770,Male,32,Clothing,9,127,1143,66,61,549,credit card,Returning,5
771,12/13/2023,CUST771,Male,24,Food,5,231,1155,132,99,495,credit card,New,2
772,7/12/2023,CUST772,Male,26,Clothing,5,259,1295,174,85,425,online,New,3
773,7/23/2023,CUST773,Male,25,Beauty,4,328,1312,252,76,304,credit card,New,4
774,4/12/2023,CUST774,Female,40,Clothing,6,352,2112,301,51,306,cash,New,4
775,2/8/2023,CUST775,Female,46,Clothing,9,439,3951,337,102,918,online,New,2
776,10/31/2023,CUST776,Male,35,Food,3,272,816,201,71,213,credit card,Returning,4
777,12/20/2023,CUST777,Male,48,Clothing,2,190,380,120,70,140,online,New,4
778,11/18/2023,CUST778,Female,47,Clothing,8,55,440,33,22,176,online,New,4
779,5/5/2023,CUST779,Female,56,Beauty,5,147,735,121,26,130,credit card,New,1
780,2/22/2023,CUST780,Male,52,Beauty,6,181,1086,133,48,288,cash,New,2
781,12/23/2023,CUST781,Male,35,Electronics,3,91,273,53,38,114,online,Returning,5
782,6/4/2023,CUST782,Male,59,Food,5,31,155,23,8,40,cash,New,5
783,12/17/2023,CUST783,Female,56,Clothing,4,468,1872,320,148,592,cash,Returning,3
784,11/4/2023,CUST784,Female,34,Electronics,7,346,2422,259,87,609,online,New,2
785,3/3/2023,CUST785,Female,31,Clothing,9,443,3987,292,151,1359,cash,New,1
786,10/17/2023,CUST786,Male,48,Food,4,421,1684,270,151,604,cash,Returning,2
787,1/22/2023,CUST787,Male,41,Electronics,7,123,861,62,61,427,cash,Returning,4
788,6/27/2023,CUST788,Female,52,Clothing,3,496,1488,347,149,447,online,New,3
789,9/30/2023,CUST789,Female,61,Beauty,8,212,1696,126,86,688,cash,New,4
790,8/8/2023,CUST790,Male,62,Clothing,9,490,4410,269,221,1989,credit card,New,2
791,12/5/2023,CUST791,Female,51,Electronics,4,153,612,106,47,188,credit card,New,1
792,7/9/2023,CUST792,Female,20,Beauty,9,466,4194,376,90,810,credit card,Returning,5
793,2/5/2023,CUST793,Male,54,Food,4,77,308,68,9,36,credit card,New,2
794,9/17/2023,CUST794,Female,60,Clothing,2,473,946,315,158,316,credit card,Returning,1
795,11/28/2023,CUST795,Male,57,Clothing,9,402,3618,264,138,1242,credit card,New,5
796,6/24/2023,CUST796,Male,43,Clothing,10,205,2050,148,57,570,online,Returning,3
797,1/7/2023,CUST797,Male,40,Food,1,316,316,230,86,86,cash,Returning,2
798,8/4/2023,CUST798,Male,61,Beauty,5,495,2475,409,86,430,credit card,Returning,2
799,9/8/2023,CUST799,Male,56,Electronics,4,254,1016,211,43,172,online,New,4
800,2/24/2023,CUST800,Male,32,Food,1,287,287,153,134,134,cash,New,3
801,8/10/2023,CUST801,Male,21,Clothing,10,498,4980,354,144,1440,credit card,New,5
802,7/5/2023,CUST802,Female,46,Clothing,8,275,2200,174,101,808,cash,New,4
803,11/22/2023,CUST803,Male,39,Beauty,3,65,195,51,14,42,credit card,New,5
804,8/24/2023,CUST804,Male,42,Beauty,5,147,735,75,72,360,credit card,Returning,4
805,12/29/2023,CUST805,Female,30,Clothing,7,121,847,67,54,378,cash,New,4
806,3/20/2023,CUST806,Female,35,Beauty,5,264,1320,222,42,210,cash,New,5
807,8/11/2023,CUST807,Female,50,Beauty,5,263,1315,164,99,495,cash,New,3
808,4/1/2023,CUST808,Male,33,Clothing,10,362,3620,316,46,460,online,New,2
809,9/25/2023,CUST809,Female,62,Electronics,2,384,768,278,106,212,online,Returning,2
810,11/30/2023,CUST810,Male,59,Clothing,10,462,4620,332,130,1300,cash,Returning,3
811,5/19/2023,CUST811,Male,61,Electronics,8,278,2224,193,85,680,cash,New,3
812,11/12/2023,CUST812,Male,19,Food,10,292,2920,146,146,1460,online,New,2
813,10/3/2023,CUST813,Male,52,Food,6,495,2970,432,63,378,cash,Returning,2
814,9/5/2023,CUST814,Female,59,Beauty,3,64,192,56,8,24,online,Returning,3
815,8/27/2023,CUST815,Female,51,Beauty,2,181,362,107,74,148,cash,Returning,3
816,8/12/2023,CUST816,Male,47,Food,7,408,2856,313,95,665,credit card,Returning,3
817,10/31/2023,CUST817,Male,30,Food,6,280,1680,215,65,390,online,Returning,3
818,5/18/2023,CUST818,Male,30,Clothing,9,221,1989,169,52,468,credit card,New,5
819,6/15/2023,CUST819,Female,35,Beauty,1,52,52,38,14,14,credit card,Returning,5
820,5/6/2023,CUST820,Male,49,Food,7,469,3283,286,183,1281,online,New,5
821,2/14/2023,CUST821,Male,49,Electronics,10,439,4390,355,84,840,cash,Returning,2
822,5/23/2023,CUST822,Female,52,Electronics,5,231,1155,200,31,155,credit card,Returning,5
823,8/19/2023,CUST823,Female,56,Beauty,9,258,2322,177,81,729,cash,New,3
824,5/5/2023,CUST824,Male,63,Electronics,10,98,980,74,24,240,online,New,4
825,8/26/2023,CUST825,Female,46,Clothing,7,202,1414,134,68,476,credit card,New,4
826,10/19/2023,CUST826,Female,46,Electronics,10,359,3590,214,145,1450,cash,New,1
827,11/9/2023,CUST827,Male,61,Beauty,6,91,546,74,17,102,cash,Returning,1
828,12/9/2023,CUST828,Female,33,Food,3,205,615,103,102,306,credit card,Returning,2
829,7/14/2023,CUST829,Male,61,Beauty,10,229,2290,140,89,890,credit card,New,1
830,6/22/2023,CUST830,Female,64,Clothing,6,452,2712,356,96,576,online,Returning,3
831,1/15/2023,CUST831,Male,27,Clothing,10,193,1930,166,27,270,cash,Returning,4
832,9/11/2023,CUST832,Male,47,Food,1,492,492,417,75,75,cash,New,1
833,6/16/2023,CUST833,Male,42,Beauty,1,375,375,235,140,140,cash,Returning,4
834,4/4/2023,CUST834,Female,56,Electronics,3,305,915,252,53,159,credit card,Returning,1
835,9/7/2023,CUST835,Male,37,Clothing,3,133,399,102,31,93,credit card,New,5
836,4/19/2023,CUST836,Female,22,Electronics,3,460,1380,269,191,573,cash,New,4
837,7/1/2023,CUST837,Male,18,Beauty,5,94,470,62,32,160,online,Returning,3
838,5/13/2023,CUST838,Male,47,Food,7,455,3185,263,192,1344,cash,Returning,1
839,6/24/2023,CUST839,Female,20,Food,3,290,870,145,145,435,credit card,Returning,4
840,5/24/2023,CUST840,Male,62,Electronics,1,207,207,184,23,23,cash,New,2
841,11/2/2023,CUST841,Male,31,Beauty,5,334,1670,218,116,580,cash,New,5
842,12/26/2023,CUST842,Female,47,Electronics,3,425,1275,358,67,201,online,New,4
843,5/22/2023,CUST843,Male,21,Food,2,392,784,256,136,272,cash,Returning,3
844,10/12/2023,CUST844,Male,35,Beauty,2,95,190,82,13,26,cash,Returning,2
845,1/6/2023,CUST845,Male,54,Beauty,6,114,684,91,23,138,online,New,4
846,9/22/2023,CUST846,Male,42,Clothing,6,237,1422,162,75,450,credit card,New,1
847,4/8/2023,CUST847,Female,18,Food,7,229,1603,180,49,343,cash,Returning,5
848,2/13/2023,CUST848,Female,63,Clothing,1,440,440,290,150,150,cash,New,3
849,5/4/2023,CUST849,Male,32,Food,5,146,730,120,26,130,cash,Returning,2
850,7/28/2023,CUST850,Female,26,Electronics,9,379,3411,245,134,1206,credit card,New,2
851,9/8/2023,CUST851,Male,32,Food,5,491,2455,317,174,870,cash,New,2
852,10/12/2023,CUST852,Female,41,Food,6,134,804,69,65,390,cash,New,1
853,5/4/2023,CUST853,Male,21,Beauty,9,341,3069,180,161,1449,cash,Returning,1
854,12/20/2023,CUST854,Male,29,Electronics,10,226,2260,168,58,580,cash,New,3
855,9/1/2023,CUST855,Male,54,Beauty,7,454,3178,311,143,1001,online,Returning,2
856,11/27/2023,CUST856,Male,54,Clothing,2,466,932,398,68,136,cash,Returning,3
857,12/31/2023,CUST857,Male,60,Electronics,8,139,1112,73,66,528,credit card,New,4
858,9/9/2023,CUST858,Male,23,Electronics,10,410,4100,352,58,580,credit card,New,5
859,8/18/2023,CUST859,Female,56,Clothing,9,72,648,40,32,288,online,Returning,5
860,1/9/2023,CUST860,Male,63,Beauty,8,353,2824,228,125,1000,cash,Returning,4
861,2/17/2023,CUST861,Female,41,Electronics,8,372,2976,323,49,392,credit card,New,2
862,5/31/2023,CUST862,Male,28,Electronics,9,415,3735,362,53,477,credit card,New,4
863,4/24/2023,CUST863,Female,30,Beauty,4,299,1196,184,115,460,credit card,New,1
864,7/27/2023,CUST864,Female,51,Electronics,1,230,230,166,64,64,cash,New,2
865,12/21/2023,CUST865,Female,42,Food,9,294,2646,181,113,1017,online,Returning,3
866,5/5/2023,CUST866,Male,24,Food,8,488,3904,435,53,424,cash,New,1
867,6/6/2023,CUST867,Male,21,Food,5,405,2025,336,69,345,cash,Returning,3
868,12/6/2023,CUST868,Female,25,Food,3,244,732,194,50,150,cash,Returning,4
869,10/25/2023,CUST869,Male,37,Beauty,4,322,1288,201,121,484,online,New,1
870,7/8/2023,CUST870,Female,46,Electronics,1,102,102,65,37,37,credit card,New,1
871,8/31/2023,CUST871,Male,62,Beauty,1,270,270,193,77,77,online,Returning,3
872,10/11/2023,CUST872,Female,63,Electronics,6,120,720,60,60,360,credit card,New,2
873,9/29/2023,CUST873,Female,27,Clothing,6,281,1686,179,102,612,cash,Returning,3
874,6/26/2023,CUST874,Male,60,Food,9,467,4203,271,196,1764,credit card,Returning,3
875,8/6/2023,CUST875,Female,51,Clothing,10,384,3840,332,52,520,credit card,New,2
876,10/9/2023,CUST876,Male,43,Electronics,3,211,633,179,32,96,online,Returning,3
877,6/19/2023,CUST877,Female,58,Clothing,8,141,1128,82,59,472,cash,New,1
878,6/30/2023,CUST878,Female,20,Electronics,8,216,1728,180,36,288,credit card,New,2
879,12/26/2023,CUST879,Male,23,Beauty,8,471,3768,309,162,1296,online,Returning,3
880,8/21/2023,CUST880,Male,22,Clothing,8,314,2512,240,74,592,cash,Returning,3
881,5/19/2023,CUST881,Male,22,Beauty,1,72,72,57,15,15,online,Returning,5
882,6/6/2023,CUST882,Female,64,Beauty,4,74,296,43,31,124,cash,New,1
883,5/9/2023,CUST883,Male,40,Food,5,68,340,55,13,65,credit card,New,1
884,4/29/2023,CUST884,Female,26,Electronics,10,233,2330,140,93,930,credit card,New,3
885,3/3/2023,CUST885,Female,52,Clothing,7,114,798,96,18,126,online,Returning,5
886,4/9/2023,CUST886,Male,37,Beauty,6,466,2796,270,196,1176,credit card,Returning,2
887,6/11/2023,CUST887,Male,59,Electronics,8,477,3816,331,146,1168,credit card,New,1
888,3/3/2023,CUST888,Female,52,Electronics,4,269,1076,158,111,444,cash,Returning,3
889,10/2/2023,CUST889,Female,35,Electronics,5,370,1850,215,155,775,online,New,1
890,12/20/2023,CUST890,Male,34,Electronics,7,309,2163,201,108,756,cash,Returning,3
891,4/5/2023,CUST891,Male,41,Food,9,464,4176,327,137,1233,credit card,New,1
892,4/9/2023,CUST892,Male,20,Clothing,4,365,1460,329,36,144,cash,New,4
893,4/21/2023,CUST893,Male,49,Electronics,7,392,2744,210,182,1274,online,Returning,4
894,9/5/2023,CUST894,Male,52,Electronics,4,335,1340,190,145,580,cash,New,1
895,5/22/2023,CUST895,Female,55,Beauty,3,339,1017,173,166,498,online,Returning,5
896,10/29/2023,CUST896,Female,30,Food,6,175,1050,158,17,102,credit card,Returning,5
897,9/26/2023,CUST897,Female,64,Clothing,5,36,180,30,6,30,cash,New,5
898,11/2/2023,CUST898,Female,42,Beauty,5,225,1125,128,97,485,online,New,5
899,5/25/2023,CUST899,Male,26,Electronics,1,478,478,292,186,186,online,New,4
900,2/21/2023,CUST900,Male,21,Clothing,10,169,1690,133,36,360,credit card,New,3
901,4/10/2023,CUST901,Male,31,Beauty,1,151,151,128,23,23,cash,Returning,4
902,6/1/2023,CUST902,Female,54,Beauty,6,192,1152,126,66,396,cash,New,3
903,4/27/2023,CUST903,Female,51,Beauty,7,424,2968,293,131,917,cash,New,5
904,7/4/2023,CUST904,Male,28,Food,8,307,2456,238,69,552,online,Returning,5
905,4/2/2023,CUST905,Male,58,Beauty,10,251,2510,131,120,1200,credit card,Returning,1
906,6/4/2023,CUST906,Female,20,Electronics,8,119,952,76,43,344,online,Returning,3
907,1/8/2023,CUST907,Female,45,Beauty,2,310,620,162,148,296,online,Returning,3
908,12/29/2023,CUST908,Male,46,Electronics,1,217,217,125,92,92,cash,New,4
909,10/1/2023,CUST909,Male,26,Electronics,4,242,968,148,94,376,online,New,4
910,3/6/2023,CUST910,Female,20,Electronics,4,145,580,91,54,216,online,Returning,2
911,5/21/2023,CUST911,Male,42,Electronics,4,395,1580,339,56,224,cash,New,1
912,1/24/2023,CUST912,Male,51,Beauty,7,262,1834,229,33,231,credit card,New,5
913,1/28/2023,CUST913,Male,29,Beauty,1,492,492,375,117,117,online,New,5
914,10/11/2023,CUST914,Female,59,Food,3,30,90,16,14,42,cash,New,5
915,5/30/2023,CUST915,Female,26,Food,2,71,142,48,23,46,cash,New,2
916,12/24/2023,CUST916,Female,32,Beauty,8,301,2408,263,38,304,online,New,1
917,3/6/2023,CUST917,Female,57,Electronics,4,402,1608,323,79,316,credit card,New,5
918,11/23/2023,CUST918,Female,42,Clothing,3,140,420,107,33,99,online,Returning,5
919,9/9/2023,CUST919,Female,22,Food,5,451,2255,283,168,840,online,New,5
920,2/22/2023,CUST920,Female,28,Food,3,337,1011,217,120,360,credit card,Returning,3
921,1/7/2023,CUST921,Male,51,Clothing,4,147,588,108,39,156,online,New,2
922,10/21/2023,CUST922,Male,41,Clothing,8,384,3072,273,111,888,credit card,New,1
923,5/26/2023,CUST923,Male,32,Clothing,3,80,240,46,34,102,cash,Returning,3
924,8/29/2023,CUST924,Male,55,Electronics,4,210,840,184,26,104,credit card,New,2
925,9/3/2023,CUST925,Male,25,Food,9,251,2259,176,75,675,cash,New,3
926,8/14/2023,CUST926,Male,22,Beauty,10,55,550,29,26,260,online,Returning,5
927,6/24/2023,CUST927,Male,43,Food,2,355,710,282,73,146,cash,New,1
928,4/5/2023,CUST928,Female,35,Beauty,10,98,980,87,11,110,credit card,New,4
929,1/27/2023,CUST929,Female,23,Electronics,7,426,2982,296,130,910,credit card,New,5
930,5/10/2023,CUST930,Male,54,Food,3,301,903,194,107,321,credit card,New,2
931,9/2/2023,CUST931,Male,30,Food,9,173,1557,92,81,729,online,Returning,3
932,2/28/2023,CUST932,Female,45,Electronics,5,297,1485,164,133,665,online,Returning,2
933,2/3/2023,CUST933,Male,22,Electronics,2,464,928,352,112,224,online,Returning,5
934,7/25/2023,CUST934,Male,30,Beauty,10,186,1860,151,35,350,credit card,Returning,4
935,9/9/2023,CUST935,Female,34,Beauty,6,174,1044,145,29,174,online,New,5
936,2/7/2023,CUST936,Male,57,Electronics,10,42,420,22,20,200,cash,New,2
937,10/23/2023,CUST937,Female,62,Clothing,9,184,1656,159,25,225,cash,New,2
938,11/19/2023,CUST938,Male,49,Electronics,4,258,1032,202,56,224,cash,New,1
939,12/18/2023,CUST939,Female,46,Beauty,3,297,891,211,86,258,online,New,1
940,1/28/2023,CUST940,Female,20,Clothing,4,234,936,138,96,384,online,New,3
941,3/19/2023,CUST941,Female,57,Food,2,464,928,267,197,394,cash,Returning,2
942,3/18/2023,CUST942,Male,51,Food,6,361,2166,241,120,720,cash,Returning,4
